Enterprise Name,Query Type,Query,Supporting Facts
ZX Bank,Procedural,How do I contact the ZX Bank branch at Teynampet in Central Chennai?,"[{""filename"": ""Network in Chennai.md"", ""text"": ""Central Chennai Branches include:\n- 10, Nungambakkam High Road, Nungambakkam\n- 40, Egmore High Road, Egmore\n- 92, Mount Road, Teynampet\n- 7, Cathedral Road, Gopalapuram\n- 36, Pantheon Road, Egmore\n- 123, Anna Salai, Thousand Lights\n- 21, Greams Road, Thousand Lights\n- 85, College Road, Nungambakkam""}, {""filename"": ""Network in Chennai.md"", ""text"": ""The Teynampet branch contact details are:\n- 92, Mount Road, Teynampet\n- Contact Number: 044-28531754""}]"
ZX Bank,Descriptive,What are the features of the ZX Bank Current Account?,"[{""filename"": ""Current Account Overview.md"", ""text"": ""- Zero Initial Deposit: Flexible opening policies with no hefty deposit requirements (as per eligibility).\n- Seamless Transactions: High monthly cash deposit/withdrawal limits.\n- Multi-Location Banking: Access to 560+ branches and 1,200+ ATMs across India and South Asia.\n- Digital Banking Suite: Instant fund transfers (IMPS/NEFT/RTGS), UPI payments, bill payments, mobile and net banking.\n- Personalised Cheque Book & Debit Card: Complimentary with every account.\n- Overdraft Facility: Business overdraft (subject to eligibility).\n- Dedicated Relationship Manager: For priority servicing.\n- Exclusive Offers: Discounted trade finance, corporate credit cards, and priority remittance.""}]"
ZX Bank,Procedural,How do I apply for a ZX Bank Current Account online?,"[{""filename"": ""Current Account Overview.md"", ""text"": ""Online Process:\n1. Visit [www.zxbank.asia](https://www.zxbank.asia/current-account).\n2. Click on \u2018Open Current Account\u2019.\n3. Complete digital e-KYC with Aadhaar and PAN.\n4. Upload business documents (as applicable).\n5. Choose branch & verify mobile/email via OTP.\n6. Receive instant account number and digital onboarding kit.""}]"
ZX Bank,Analytical,Why might businesses choose ZX Bank for their current account needs?,"[{""filename"": ""Current Account Overview.md"", ""text"": ""- Paperless Digital Onboarding\n- Rewarding Welcome Kit\n- Easy Access to Funds and Credit\n- Comprehensive Insurance Coverage\n- Pan-South Asia Remittance Support\n- Priority Servicing\n- Full Digital Control via ZX Bank Asia App""}]"
ZX Bank,Boolean,Does ZX Bank offer a no-initial deposit option for current accounts?,"[{""filename"": ""Current Account Overview.md"", ""text"": ""Yes, ZX Bank offers a Zero Initial Deposit option with their current accounts, subject to eligibility.""}]"
ZX Bank,Open-Ended,What benefits come with the ZX Current Account Welcome Kit?,"[{""filename"": ""Current Account Overview.md"", ""text"": ""- Premium Travel Bag\n- Universal Travel Adapter (4 Plugs, 150 Countries)\n- Personalised Debit Card\n- Starter Cheque Book\n- Instant NetBanking & Mobile App Access\n- Exclusive Health Insurance with a coverage amount of \u20b910,00,000, cashless hospitalization at partner hospitals, covering accidental and medical emergencies and daily benefits.""}]"
ZX Bank,Descriptive,What is the branch network of ZX Bank in Mumbai?,"[{""filename"": ""Network in Mumbai.md"", ""text"": ""Mumbai, as a financial powerhouse of India, is central to ZX Bank's operations and service delivery. To ensure citywide coverage and facilitate ease of banking, ZX Bank has established a robust presence across all major regions\u2014South, North, East, West, and Central Mumbai. With a network of 34 well-placed branches, customers can access retail, corporate, and digital banking services seamlessly from any part of the metropolis.""}]"
ZX Bank,Analytical,Why does ZX Bank have a strong presence in Mumbai?,"[{""filename"": ""Network in Mumbai.md"", ""text"": ""Mumbai, as a financial powerhouse of India, is central to ZX Bank's operations and service delivery. To ensure citywide coverage and facilitate ease of banking, ZX Bank has established a robust presence across all major regions\u2014South, North, East, West, and Central Mumbai. Each branch is equipped with advanced infrastructure and knowledgeable staff, underlining ZX Bank\u2019s commitment to accessibility, convenience, and quality banking for all Mumbaikars.""}]"
ZX Bank,Procedural,How can I find the IFSC code for the South Mumbai branch of ZX Bank at Nariman Point?,"[{""filename"": ""Network in Mumbai.md"", ""text"": ""| Branch Address | IFSC Code | Contact Number |\n|------------------------------------------------------|-----------------|------------------|\n| Maker Chambers V, Nariman Point, Mumbai 400021 | ZXIN0000101 | 022-24510011 |""}]"
ZX Bank,Boolean,Does ZX Bank offer digital banking services in Mumbai?,"[{""filename"": ""Network in Mumbai.md"", ""text"": ""With a network of 34 well-placed branches, customers can access retail, corporate, and digital banking services seamlessly from any part of the metropolis.""}]"
ZX Bank,Comparative,How does the distribution of ZX Bank branches in North Mumbai compare to those in South Mumbai?,"[{""filename"": ""Network in Mumbai.md"", ""text"": ""South Mumbai Branches\n\n| Branch Address | IFSC Code | Contact Number |\n|------------------------------------------------------|-----------------|------------------|\n| Maker Chambers V, Nariman Point, Mumbai 400021 | ZXIN0000101 | 022-24510011 |\n| 146, M. G. Road, Fort, Mumbai 400001 | ZXIN0000102 | 022-24982255 |\n| 21/23, K. Dubash Marg, Kala Ghoda, Mumbai 400032 | ZXIN0000103 | 022-22851122 |\n| Ballard Estate, Fort, Mumbai 400038 | ZXIN0000104 | 022-26269988 |\n| Ground Floor, Cuffe Parade, Colaba, Mumbai 400005 | ZXIN0000105 | 022-22114477 |\n| 117, Marine Drive, Churchgate, Mumbai 400020 | ZXIN0000106 | 022-22671199 |\n| Haji Ali, Tardeo Road, Mumbai 400034 | ZXIN0000107 | 022-24880044 |\n\nNorth Mumbai Branches\n\n| Branch Address | IFSC Code | Contact Number |\n|-------------------------------------------------|-----------------|------------------|\n| 224, Link Road, Malad (West), Mumbai 400064 | ZXIN0000201 | 022-28607744 |\n| Off Highway, Borivali (East), Mumbai 400066 | ZXIN0000202 | 022-28953398 |\n| Sai Complex, Mira Road (East), Mumbai 401107 | ZXIN0000203 | 022-28121234 |\n| Shanti Nagar, Dahisar (East), Mumbai 400068 | ZXIN0000204 | 022-28988810 |\n| Western Express Hwy, Kandivali (East), 400101 | ZXIN0000205 | 022-28056742 |\n| 45, SV Road, Goregaon (West), Mumbai 400104 | ZXIN0000206 | 022-28792211 |\n| Chincholi Bunder, Malad (West), Mumbai 400064 | ZXIN0000207 | 022-28812255 |""}]"
ZX Bank,Procedural,How can I find the nearest ZX Bank ATM?,"[{""filename"": ""ATMs at Railway Stations and Airports.md"", ""text"": ""**All ZX Bank ATMs at these locations support:** Cash Withdrawal, Balance Enquiry, Mini Statements, Fund Transfer (card-to-card), Fast Pay, and Recharge Services. Many ATMs have 24x7 security and multi-language interface.""}, {""filename"": ""ATMs at Railway Stations and Airports.md"", ""text"": ""Find the nearest ZX Bank ATM using the [ZX Bank Asia Mobile App](https://www.zxbank.asia) or [ZX Bank ATM Locator](https://www.zxbank.asia/atm-locator).""}]"
ZX Bank,Descriptive,Where can I find ZX Bank ATMs in Mumbai?,"[{""filename"": ""ATMs at Railway Stations and Airports.md"", ""text"": ""## Mumbai, Maharashtra\n- **Railway Stations:**\n - Chhatrapati Shivaji Maharaj Terminus (CSMT)\n - Mumbai Central\n - Dadar\n - Lokmanya Tilak Terminus\n- **Airports:**\n - Chhatrapati Shivaji Maharaj International Airport (Terminals 1 & 2)""}]"
ZX Bank,Open-Ended,What services do ZX Bank ATMs offer?,"[{""filename"": ""ATMs at Railway Stations and Airports.md"", ""text"": ""**All ZX Bank ATMs at these locations support:** Cash Withdrawal, Balance Enquiry, Mini Statements, Fund Transfer (card-to-card), Fast Pay, and Recharge Services. Many ATMs have 24x7 security and multi-language interface.""}]"
ZX Bank,Comparative,How is ZX Bank's ATM coverage in Delhi different from Bangalore?,"[{""filename"": ""ATMs at Railway Stations and Airports.md"", ""text"": ""**Delhi, National Capital Territory**\n- **Railway Stations:**\n - New Delhi Railway Station (NDLS)\n - Hazrat Nizamuddin (NZM)\n - Old Delhi Junction (DLI)\n - Anand Vihar Terminal\n- **Airports:**\n - Indira Gandhi International Airport (Terminals 1, 2, 3)""}, {""filename"": ""ATMs at Railway Stations and Airports.md"", ""text"": ""**Bangalore (Bengaluru), Karnataka**\n- **Railway Stations:**\n - Krantivira Sangolli Rayanna (Bengaluru City Junction - SBC)\n - Yeshwanthpur Junction\n- **Airports:**\n - Kempegowda International Airport""}]"
ZX Bank,Comparative,How is ZX Bank's ATM network distributed in Kathmandu compared to Pokhara?,"[{""filename"": ""Nepal ATM Locations.md"", ""text"": ""In Kathmandu, ZX Bank has ATMs at Thamel Branch, Patan Durbar Square, and New Baneshwor. In Pokhara, the ATMs are located at Lakeside and Mahendrapul.""}]"
ZX Bank,Procedural,How can I find the nearest ZX Bank ATM location in Nepal?,"[{""filename"": ""Nepal ATM Locations.md"", ""text"": ""ZX Bank ATMs are also operational at several shopping malls, airports, hospitals, and university campuses across Nepal. For the most updated list or to find the nearest ATM, use the [ZX Bank Asia Mobile App](https://www.zxbank.asia/mobile-app).""}]"
ZX Bank,Descriptive,Where are ZX Bank's main ATM locations in Biratnagar?,"[{""filename"": ""Nepal ATM Locations.md"", ""text"": ""In Biratnagar, ZX Bank has its main ATM located at 112 Bhrikuti Chowk, Biratnagar 56613.""}]"
ZX Bank,Open-Ended,What services does ZX Bank offer to ensure convenient banking for customers in Nepal?,"[{""filename"": ""Nepal ATM Locations.md"", ""text"": ""ZX Bank provides a robust ATM network across Nepal, ensuring convenient banking access for local residents and NRI customers. Additionally, ZX Bank ATMs are operational in various convenient locations such as shopping malls, airports, hospitals, and university campuses.""}]"
ZX Bank,Descriptive,What are the locations of ZX Bank ATMs in Mumbai?,"[{""filename"": ""ZX Bank ATM Network at Major Parks \u2013 India.md"", ""text"": ""1. Shivaji Park ATM - Near Entry Gate, Shivaji Park, Dadar West, Mumbai, 400028\n2. Jijamata Udyan (Byculla Zoo) ATM - Main Entrance, Dr. Babasaheb Ambedkar Road, Byculla East, Mumbai, 400027\n3. Sanjay Gandhi National Park ATM - Main Gate, Borivali East, Mumbai, 400066\n4. Hanging Gardens ATM - Entry Pavilion, Malabar Hill, Mumbai, 400006\n5. Priyadarshini Park ATM - Near Jogging Track, Nepean Sea Road, Mumbai, 400036\n6. Five Gardens ATM - Near Garden 2, Matunga, Mumbai, 400019""}]"
ZX Bank,Comparative,How many ATMs are located in Delhi compared to Chennai?,"[{""filename"": ""ZX Bank ATM Network at Major Parks \u2013 India.md"", ""text"": ""Delhi ATMs:\n1. Lodhi Gardens ATM\n2. Deer Park ATM\n3. Nehru Park ATM\n4. Central Park ATM\n5. Japanese Park ATM\n6. Indraprastha Park ATM""}, {""filename"": ""ZX Bank ATM Network at Major Parks \u2013 India.md"", ""text"": ""Chennai ATMs:\n1. Semmozhi Poonga ATM\n2. Guindy National Park ATM\n3. Anna Nagar Tower Park ATM\n4. Natesan Park ATM\n5. Tholkappia Poonga (Adyar Eco Park) ATM\n6. Chetpet EcoPark ATM""}]"
ZX Bank,Procedural,How do I find an ATM near a park in Ahmedabad?,"[{""filename"": ""ZX Bank ATM Network at Major Parks \u2013 India.md"", ""text"": ""1. Law Garden ATM - Main Entrance, Ellisbridge, Ahmedabad, 380006\n2. Parimal Garden ATM - Entry Gate, Parimal Society, Ahmedabad, 380006\n3. Kankaria Lake Park ATM - Gate 3, Maninagar, Ahmedabad, 380008\n4. Riverfront Park ATM - West Entry, Sabarmati River, Ahmedabad, 380001\n5. Vastrapur Lake Park ATM - Main Gate, Vastrapur, Ahmedabad, 380052\n6. Sundarvan Nature Discovery Centre ATM - Main Entrance, Satellite, Ahmedabad, 380015""}]"
ZX Bank,Temporal,When were the ATMs installed in major parks of Surat?,"[{""filename"": ""ZX Bank ATM Network at Major Parks \u2013 India.md"", ""text"": ""1. Gopi Talav Park ATM - Entry Plaza, Rustampura, Surat, 395002\n2. Sarthana Nature Park ATM - Main Gate, Sarthana Jakatnaka, Surat, 395006\n3. VR Mall Garden ATM - VR Mall Entry, Dumas Road, Magdalla, Surat, 395007\n4. Indira Gandhi Garden ATM - Main Entrance, Athwalines, Surat, 395001\n5. Science Centre Park ATM - City Light Road, Surat, 395007\n6. Pal Lake Garden ATM - Garden Gate, Pal, Surat, 395009\n(Note: Installation dates not provided in the document.)""}]"
ZX Bank,Open-Ended,What is ZX Bank NetBanking?,"[{""filename"": ""NetBanking Guide.md"", ""text"": ""ZX Bank NetBanking is a secure online banking platform for individuals and businesses to manage accounts, perform transactions, pay bills, and access banking services anytime, anywhere.""}]"
ZX Bank,Procedural,How can I activate ZX Bank NetBanking online?,"[{""filename"": ""NetBanking Guide.md"", ""text"": ""1. Visit [ZX Bank Asia Website](https://www.zxbank.asia)\n2. Click on **\u2018NetBanking Login\u2019** and select **\u2018New User/Register\u2019**\n3. Enter:\n - Customer ID (from passbook/account statement)\n - Registered mobile number\n - Verification via OTP\n4. Set your NetBanking username and password.\n5. Login and set transactional password & security questions.""}]"
ZX Bank,Comparative,What are the different ways to activate ZX Bank NetBanking?,"[{""filename"": ""NetBanking Guide.md"", ""text"": ""1. **Self-Registration (Online)**\n2. **Activation via Branch**\n3. **Activation via Mobile App**""}]"
ZX Bank,Analytical,Why might ZX Bank offer higher transaction limits to corporate customers?,"[{""filename"": ""NetBanking Guide.md"", ""text"": ""Corporate/priority customers may request for higher limits. Limits can be customized via branch or customer support, subject to approval and enhanced security.""}]"
ZX Bank,Descriptive,What are the daily transaction limits for ZX Bank NetBanking?,"[{""filename"": ""NetBanking Guide.md"", ""text"": ""| **Service** | **Per day Limit** |\n|---------------------------|-------------------------|\n| NEFT/RTGS (Fund transfer) | \u20b910,00,000 |\n| IMPS/UPI | \u20b92,00,000 |\n| Bill Payments | \u20b91,00,000 |\n| Own ZX Bank account Txns | \u20b920,00,000 |\n\n> **Note:** Corporate/priority customers may request for higher limits. Limits can be customized via branch or customer support, subject to approval and enhanced security.""}]"
ZX Bank,Open-Ended,What benefits does the ZX Bank Salary Saving Account offer?,"[{""filename"": ""Salary Saving Account.md"", ""text"": ""- Zero Balance Facility: No need to maintain a minimum balance.\n- Instant Account Opening: Open via digital onboarding or at any branch.\n- Free Debit Card: Complimentary international card for transactions.\n- Auto Sweep Fixed Deposit: Surplus funds transfer for higher returns.\n- Unlimited Fund Transfers: Free via IMPS, NEFT, RTGS, and UPI.\n- Preferential Loan Rates: Special rates on loans.\n- Bill Payments & Recharge: Pay bills and recharge instantly via the app.\n- AI-powered Banking Assistant: 24x7 help from Zia, your smart assistant.""}]"
ZX Bank,Procedural,How can I apply for a ZX Bank Salary Saving Account online?,"[{""filename"": ""Salary Saving Account.md"", ""text"": ""1. Visit [www.zxbank.asia](https://www.zxbank.asia) or download the ZX Bank Asia Mobile App.\n2. Click on \u201cOpen Salary Saving Account\u201d.\n3. Complete e-KYC verification by uploading Aadhaar, PAN, and salary slip.\n4. Fill out the application form with basic and employment details.\n5. Review and submit the application to receive the account number instantly.""}]"
ZX Bank,Descriptive,What is included in the ZX Bank Salary Saving Account Welcome Kit?,"[{""filename"": ""Salary Saving Account.md"", ""text"": ""- ZX Bank Branded Travel Bag: Sturdy and stylish for trips.\n- International Travel Adapter: 4 Plugs, suitable for 150 countries.\n- Welcome Letter & Account Documents: Contains account number, debit card, and net banking credentials.\n- Debit Card: International validity and contactless features.""}]"
ZX Bank,Boolean,Does ZX Bank Salary Saving Account require maintaining a minimum balance?,"[{""filename"": ""Salary Saving Account.md"", ""text"": ""No, the Salary Saving Account holders enjoy a true zero-balance facility, with no penalties for non-maintenance.""}]"
ZX Bank,Descriptive,How are ZX Bank branches distributed in Nagpur?,"[{""filename"": ""Branches in Nagpur.md"", ""text"": ""Nagpur stands as a key urban and commercial hub in central India, and ZX Bank has strategically established its branch network across the city to support individuals, businesses, and digital-first banking. Customers in Nagpur benefit from well-distributed access to financial services, with branches spanning all cardinal regions\u2014North, South, East, West, and Central Nagpur\u2014ensuring convenience, extended reach, and seamless banking for all residents.""}]"
ZX Bank,Boolean,Does ZX Bank have a branch in East Nagpur?,"[{""filename"": ""Branches in Nagpur.md"", ""text"": ""## East Nagpur\n\n| Branch Address | IFSC Code | Contact Number |\n|----------------------------------------------------|---------------|------------------|\n| Shop No. 5, Heritage Square, Wardhaman Nagar | ZXIN0000341 | 0712-2651881 |""}]"
ZX Bank,Procedural,How can I contact the South Nagpur ZX Bank branch at Hanuman Nagar?,"[{""filename"": ""Branches in Nagpur.md"", ""text"": ""## South Nagpur\n\n| Branch Address | IFSC Code | Contact Number |\n|----------------------------------------------------|---------------|------------------|\n| House No. 98, Hanuman Nagar, Near Balaji Temple | ZXIN0000332 | 0712-2504777 |""}]"
ZX Bank,Analytical,Why might ZX Bank have chosen to establish branches in all cardinal regions of Nagpur?,"[{""filename"": ""Branches in Nagpur.md"", ""text"": ""Nagpur stands as a key urban and commercial hub in central India, and ZX Bank has strategically established its branch network across the city to support individuals, businesses, and digital-first banking. This ensures convenience, extended reach, and seamless banking for all residents by distributing branches across North, South, East, West, and Central Nagpur.""}]"
ZX Bank,Descriptive,Where are ZX Bank ATMs located in Mumbai?,"[{""filename"": ""ATM Locations at Tech Parks in Major Indian Cities.md"", ""text"": ""Below is a list of ZX Bank ATM locations situated in prominent Tech Parks across major Indian cities.""}, {""filename"": ""ATM Locations at Tech Parks in Major Indian Cities.md"", ""text"": ""Mumbai \u2013 Maharashtra\n1. Mindspace Airoli IT Park - Building 2, Mindspace, Thane-Belapur Road, Airoli, Navi Mumbai, Maharashtra 400708\n2. Nesco IT Park - Gate 3, Western Express Highway, Goregaon (East), Mumbai, Maharashtra 400063\n3. Infinity IT Park - New Link Road, Malad (West), Mumbai, Maharashtra 400064""}]"
ZX Bank,Analytical,Why are ZX Bank ATMs located mainly in tech parks?,"[{""filename"": ""ATM Locations at Tech Parks in Major Indian Cities.md"", ""text"": ""Below is a list of ZX Bank ATM locations situated in prominent Tech Parks across major Indian cities.""}, {""filename"": ""ATM Locations at Tech Parks in Major Indian Cities.md"", ""text"": ""Note: Addresses provided are based on major established tech/commercial parks in each city.""}]"
ZX Bank,Procedural,How can one find the nearest ZX Bank ATM in Hyderabad?,"[{""filename"": ""ATM Locations at Tech Parks in Major Indian Cities.md"", ""text"": ""Hyderabad \u2013 Telangana\n1. HITEC City - Madhapur, Hyderabad, Telangana 500081\n2. Raheja Mindspace IT Park - Cyberabad, Hyderabad, Telangana 500081\n3. Cyber Pearl - Hitech City Road, Madhapur, Hyderabad, Telangana 500081""}, {""filename"": ""ATM Locations at Tech Parks in Major Indian Cities.md"", ""text"": ""Below is a list of ZX Bank ATM locations situated in prominent Tech Parks across major Indian cities.""}]"
ZX Bank,Open-Ended,What are the names of tech parks in Chennai with ZX Bank ATMs?,"[{""filename"": ""ATM Locations at Tech Parks in Major Indian Cities.md"", ""text"": ""Chennai \u2013 Tamil Nadu\n1. TIDEL Park - No. 4, Rajiv Gandhi Salai, Taramani, Chennai, Tamil Nadu 600113\n2. DLF IT Park - 1/124, Mount Poonamallee Road, Manapakkam, Chennai, Tamil Nadu 600089\n3. Olympia Tech Park - SIDCO Industrial Estate, Guindy, Chennai, Tamil Nadu 600032""}]"
ZX Bank,Boolean,Does ZX Bank have ATMs in Coimbatore?,"[{""filename"": ""ATM Locations at Tech Parks in Major Indian Cities.md"", ""text"": ""Below is a list of ZX Bank ATM locations situated in prominent Tech Parks across major Indian cities.""}, {""filename"": ""ATM Locations at Tech Parks in Major Indian Cities.md"", ""text"": ""Coimbatore \u2013 Tamil Nadu\n1. TIDEL Park Coimbatore - Civil Aerodrome Post, Peelamedu, Coimbatore, Tamil Nadu 641014\n2. SPC Tech Park - Avinashi Road, Peelamedu, Coimbatore, Tamil Nadu 641004\n3. KCT Tech Park - Thudiyalur Road, Saravanampatti, Coimbatore, Tamil Nadu 641035""}]"
ZX Bank,Procedural,How can I find the nearest ZX Bank ATM to my location?,"[{""filename"": ""ATM Locations in Sri Lanka.md"", ""text"": ""For the latest and exact location, please visit [ZX Bank\u2019s ATM Locator](https://www.zxbank.asia/atm-locator) or use the \u201cATM Finder\u201d in the ZX Bank Asia Mobile App.""}]"
ZX Bank,Descriptive,Where are the ZX Bank ATMs located in Colombo?,"[{""filename"": ""ATM Locations in Sri Lanka.md"", ""text"": ""- **ZX Bank \u2013 Main Branch ATM**: Address: 100 Galle Road, Colombo 03, Colombo District\n- **ZX Bank \u2013 Borella Branch ATM**: Address: 45 Baseline Road, Borella, Colombo 08\n- **ZX Bank \u2013 Pettah ATM**: Address: 77 Main Street, Pettah, Colombo 11""}]"
ZX Bank,Boolean,Does ZX Bank have an ATM in Galle?,"[{""filename"": ""ATM Locations in Sri Lanka.md"", ""text"": ""Yes, ZX Bank has an ATM at the following location in Galle:\n- **ZX Bank \u2013 Galle Fort ATM**: Address: 15 Pedlar Street, Galle Fort, Galle""}]"
ZX Bank,Comparative,How does the number of ZX Bank ATMs in Colombo compare to those in Kandy?,"[{""filename"": ""ATM Locations in Sri Lanka.md"", ""text"": ""In Colombo, ZX Bank has three ATMs:\n- Main Branch ATM\n- Borella Branch ATM\n- Pettah ATM\n\nIn Kandy, ZX Bank has two ATMs:\n- City Centre ATM\n- Peradeniya Branch ATM""}]"
ZX Bank,Comparative,“How is ZX Bank's house loan different from other banks?”,"[{""filename"": ""ZX Bank House Loan.md"", ""text"": ""ZX Bank offers flexible, affordable, and convenient House Loan solutions with competitive interest rates, flexible repayment tenure up to 30 years, and zero prepayment charges. They also provide quick approvals with minimal documentation and offer loan amounts up to 90% of the property cost.""}]"
ZX Bank,Procedural,How do I apply for a house loan at ZX Bank?,"[{""filename"": ""ZX Bank House Loan.md"", ""text"": ""You can apply for a house loan at ZX Bank through various methods: online via the ZX Bank Home Loan Portal, through the ZX Bank Asia mobile app available on Android or iOS, or by visiting any ZX Bank branch across India, Sri Lanka, Bangladesh, Bhutan, or Nepal.""}]"
ZX Bank,Descriptive,What are the key features of the ZX Bank house loan?,"[{""filename"": ""ZX Bank House Loan.md"", ""text"": ""Key features of the ZX Bank house loan include eligibility for salaried, self-employed, and NRIs, a loan amount range of \u20b9 5 lakhs to \u20b9 10 crores, tenure up to 30 years, starting processing fee at 0.25% of the loan amount, options for fixed or floating interest rates, available top-up loans, and easy balance transfer from other banks.""}]"
ZX Bank,Open-Ended,What special benefits does ZX Bank offer for its house loan?,"[{""filename"": ""ZX Bank House Loan.md"", ""text"": ""ZX Bank offers several special benefits including additional rate concessions for women co-applicants, dedicated relationship managers and online application services for NRIs, and lower rates for eco-friendly or energy-efficient homes.""}]"
ZX Bank,Boolean,Does ZX Bank offer loans to NRIs?,"[{""filename"": ""ZX Bank House Loan.md"", ""text"": ""Yes, ZX Bank offers house loans to NRIs, with dedicated relationship managers and online application services.""}]"
ZX Bank,Descriptive,What is the branch network of ZX Bank in Hyderabad?,"[{""filename"": ""Hyderabad Branch Network.md"", ""text"": ""ZX Bank boasts a robust and strategically distributed branch network throughout Hyderabad, catering to the city's diverse and growing population. With convenient locations across North, South, East, West, and Central Hyderabad, customers can access a full suite of banking services close to home or work. Each branch is equipped to serve retail, business, and digital banking needs, reinforcing ZX Bank\u2019s commitment to customer access and financial inclusion within this urban hub.""}]"
ZX Bank,Procedural,How can I contact the North Hyderabad branch of ZX Bank located in Jeedimetla Industrial Area?,"[{""filename"": ""Hyderabad Branch Network.md"", ""text"": ""Contact the Jeedimetla Industrial Area branch at the following details:\n- Address: Jeedimetla Industrial Area, 500055\n- IFSC Code: ZXIN0001205\n- Contact Number: 040-45671205""}]"
ZX Bank,Comparative,How does the distribution of ZX Bank branches in North Hyderabad compare to Central Hyderabad?,"[{""filename"": ""Hyderabad Branch Network.md"", ""text"": ""North Hyderabad has six branches located in Kukatpally, Ameerpet, Kompally, Bowenpally, Jeedimetla, and Suchitra, while Central Hyderabad has seven branches located in Banjara Hills, Begumpet, Abids, Himayat Nagar, Somajiguda, Nampally, and Basheerbagh.""}]"
ZX Bank,Boolean,Is there a ZX Bank branch in the Gachibowli area of Hyderabad?,"[{""filename"": ""Hyderabad Branch Network.md"", ""text"": ""Yes, there is a ZX Bank branch located in the Gachibowli Financial District with the IFSC Code ZXIN0001231 and a contact number 040-45671231.""}]"
ZX Bank,Analytical,Why might ZX Bank have chosen to distribute its branches across different areas of Hyderabad?,"[{""filename"": ""Hyderabad Branch Network.md"", ""text"": ""The strategic distribution of branches across North, South, East, West, and Central Hyderabad allows ZX Bank to cater to a diverse and growing population, ensuring accessibility and convenience for customers. This approach reinforces ZX Bank\u2019s commitment to customer access and financial inclusion within an urban hub, allowing the bank to serve retail, business, and digital banking needs effectively.""}]"
ZX Bank,Descriptive,What is the main purpose of ZX Bank's Agriculture Loan?,"[{""filename"": ""Agriculture Loan.md"", ""text"": ""ZX Bank offers specialized Agriculture Loans to empower farmers and agribusinesses across South Asia. Designed to support crop production, equipment purchase, irrigation solutions, dairy, and allied activities, our Agriculture Loan aims to fuel rural prosperity with flexible terms and low interest rates.""}]"
ZX Bank,Open-Ended,What are the key features of ZX Bank Agriculture Loan?,"[{""filename"": ""Agriculture Loan.md"", ""text"": ""- Flexible Loan Amounts: From \u20b925,000 up to \u20b950 lakhs (or local equivalent)\n- Attractive Interest Rates: Competitive and affordable for farmers\n- Flexible Repayment: Seasonal EMI or bullet repayment options\n- Quick Disbursement: Fast-tracked application & approval process\n- No Prepayment Penalty: Repay early at no additional cost\n- Collateral Options: Available as secured or partially secured loans\n- Special Women Farmer Schemes: Extra 1% interest rate discount for women-led agri ventures""}]"
ZX Bank,Procedural,How can one apply for the ZX Bank Agriculture Loan online?,"[{""filename"": ""Agriculture Loan.md"", ""text"": ""1. Download the ZX Bank Asia Mobile App (Android / iOS)\n2. Login/Register with mobile number and e-KYC\n3. Go to Loans > Agriculture Loan\n4. Fill out the application form & upload documents\n5. Track your application status in real-time\n6. Use the \u201cZia\u201d AI assistant for help""}]"
ZX Bank,Analytical,Why might women-led agri ventures choose ZX Bank for loans?,"[{""filename"": ""Agriculture Loan.md"", ""text"": ""ZX Bank offers special women farmer schemes, including an extra 1% interest rate discount for women-led agri ventures, which can provide significant savings and support for these ventures. Additionally, the bank provides flexible terms and a diverse range of loan amounts that cater to various needs.""}]"
ZX Bank,Boolean,Can individual farmers apply for the ZX Bank Agriculture Loan?,"[{""filename"": ""Agriculture Loan.md"", ""text"": ""Yes, individual farmers can apply for the ZX Bank Agriculture Loan. Other eligible applicants include joint landholders, Self Help Groups (SHGs), and agribusinesses and cooperatives.""}]"
ZX Bank,Descriptive,Where can I find ZX Bank ATMs located at petrol pumps in Mumbai?,"[{""filename"": ""ATM Locations at Major Petrol Pumps.md"", ""text"": ""1. **Indian Oil, Bandra Kurla Complex** \n BKC Road, Bandra East, Mumbai \u2013 400051\n\n2. **HPCL, Cuffe Parade** \n Wodehouse Road, Cuffe Parade, Mumbai \u2013 400005\n\n3. **BPCL, Andheri West** \n Veera Desai Road, Andheri West, Mumbai \u2013 400053\n\n4. **Indian Oil, Worli** \n Dr. Annie Besant Road, Worli, Mumbai \u2013 400018\n\n5. **HPCL, Sion Circle** \n Sion Circle, Sion (E), Mumbai \u2013 400022\n\n6. **BPCL, Powai** \n JVLR, Near IIT Main Gate, Powai, Mumbai \u2013 400076\n\n7. **HPCL, Chembur** \n Sion Trombay Road, Chembur, Mumbai \u2013 400071\n\n8. **Indian Oil, Colaba** \n Shahid Bhagat Singh Road, Colaba, Mumbai \u2013 400005\n\n9. **BPCL, Borivali East** \n Western Express Highway, Borivali (E), Mumbai \u2013 400066\n\n10. **HPCL, Dadar** \n Gokhale Road, Dadar (W), Mumbai \u2013 400028""}]"
